,platform,year,genre,publisher,na_sales,global_sales
7277,4,2006.0,10,138,0.2,0.22
7278,16,2006.0,10,275,0.0,0.22
7279,7,2002.0,10,445,0.17,0.22
7280,18,2015.0,0,367,0.09,0.22
7281,15,2001.0,10,493,0.12,0.22
7282,4,2005.0,4,359,0.0,0.22
7283,6,2003.0,4,564,0.16,0.22
7284,4,2008.0,3,487,0.2,0.22
7285,16,2008.0,10,275,0.0,0.22
7286,15,1999.0,0,455,0.12,0.22
7287,15,1999.0,6,138,0.12,0.22
7288,17,2013.0,8,85,0.07,0.22
7289,26,2008.0,3,564,0.19,0.22
7290,2,2015.0,11,359,0.14,0.22
7291,17,2010.0,6,70,0.05,0.22
7292,18,2013.0,10,138,0.14,0.22
7293,7,2004.0,0,487,0.17,0.22
7294,21,1995.0,10,445,0.0,0.22
7295,6,2003.0,3,91,0.15,0.22
7296,26,2008.0,10,112,0.0,0.22
7297,6,2002.0,3,487,0.15,0.22
7298,7,2005.0,0,21,0.17,0.22
7299,28,2013.0,8,88,0.06,0.22
7300,28,2006.0,9,524,0.19,0.22
7301,23,1993.0,0,347,0.0,0.22
7302,17,2010.0,9,21,0.11,0.22
7303,20,2015.0,0,347,0.0,0.22
7304,16,2002.0,1,137,0.11,0.22
7305,28,2012.0,9,347,0.13,0.22
7306,13,2003.0,7,81,0.0,0.22
7307,19,2012.0,0,347,0.0,0.22
7308,4,2008.0,0,499,0.17,0.22
7309,18,2015.0,6,328,0.03,0.22
7310,4,2008.0,7,232,0.12,0.22
7311,30,2014.0,7,464,0.1,0.22
7312,15,2000.0,10,275,0.12,0.21
7313,16,2001.0,10,487,0.11,0.21
7314,17,2008.0,1,528,0.12,0.21
7315,15,2001.0,10,23,0.12,0.21
7316,19,2006.0,7,193,0.1,0.21
7317,26,2010.0,3,359,0.2,0.21
7318,20,2013.0,1,381,0.07,0.21
7319,16,2004.0,6,524,0.11,0.21
7320,15,1996.0,4,61,0.12,0.21
7321,17,2011.0,3,455,0.0,0.21
7322,7,2005.0,3,347,0.17,0.21
7323,16,2004.0,6,137,0.11,0.21
7324,19,2005.0,10,455,0.2,0.21
7325,16,2009.0,2,524,0.11,0.21
7326,21,1997.0,10,445,0.0,0.21
7327,2,2011.0,0,21,0.16,0.21
7328,26,2007.0,7,464,0.09,0.21
7329,21,1997.0,7,263,0.0,0.21
7330,4,2007.0,10,347,0.0,0.21
7331,16,2002.0,0,27,0.03,0.21
7332,21,1997.0,1,238,0.0,0.21
7333,26,2010.0,3,367,0.0,0.21
7334,26,2008.0,10,53,0.2,0.21
7335,26,2011.0,0,275,0.08,0.21
7336,20,2013.0,0,362,0.09,0.21
7337,16,2008.0,6,547,0.1,0.21
7338,28,2006.0,10,493,0.2,0.21
7339,30,2014.0,0,21,0.12,0.21
7340,28,2011.0,10,21,0.18,0.21
7341,7,2006.0,1,487,0.17,0.21
7342,15,1999.0,0,138,0.12,0.21
7343,19,2010.0,2,487,0.11,0.21
7344,17,2008.0,6,487,0.1,0.21
7345,16,2000.0,6,246,0.1,0.21
7346,2,2012.0,9,275,0.0,0.21
7347,16,2004.0,7,524,0.1,0.21
7348,28,2007.0,10,138,0.2,0.21
7349,16,2006.0,3,224,0.0,0.21
7350,6,2002.0,8,485,0.15,0.21
7352,29,2003.0,2,199,0.16,0.21
7353,17,2010.0,0,347,0.0,0.21
7354,16,2002.0,11,524,0.1,0.21
7355,4,2005.0,10,21,0.19,0.21
7356,17,2011.0,4,487,0.11,0.21
7357,28,2009.0,10,493,0.19,0.21
7358,29,2002.0,8,527,0.16,0.21
7359,28,2009.0,1,126,0.14,0.21
7360,28,2009.0,8,487,0.12,0.21
7361,26,2008.0,0,487,0.19,0.21
7362,29,2005.0,10,493,0.16,0.21
7363,29,2004.0,0,21,0.16,0.21
7364,16,2005.0,3,493,0.1,0.21
7365,28,2010.0,0,120,0.07,0.21
7366,16,2004.0,8,275,0.1,0.21
7367,19,2005.0,10,138,0.2,0.21
7368,17,2014.0,6,91,0.05,0.21
7371,0,1981.0,10,53,0.2,0.21
7372,26,2011.0,3,528,0.0,0.21
7373,4,2011.0,11,275,0.1,0.21
7374,28,2015.0,0,275,0.12,0.21
7375,28,2010.0,3,138,0.17,0.21
7376,17,2009.0,0,138,0.11,0.21
7377,28,2007.0,3,524,0.18,0.21
7378,16,2004.0,0,85,0.1,0.21
7379,16,2001.0,8,138,0.1,0.21
7380,16,2005.0,4,347,0.1,0.21
7381,7,2003.0,2,511,0.0,0.21
7383,15,1996.0,1,399,0.0,0.21
7384,18,2014.0,0,21,0.07,0.21
7385,23,1995.0,2,347,0.0,0.21
7386,26,2009.0,1,176,0.12,0.21
7387,2,2014.0,0,299,0.09,0.21
7388,19,2009.0,2,487,0.17,0.21
7389,4,2008.0,0,126,0.19,0.21
7390,17,2011.0,10,499,0.06,0.21
7391,15,2000.0,2,17,0.12,0.21
7392,26,2009.0,10,257,0.15,0.21
7393,29,2005.0,8,524,0.16,0.21
7394,26,2011.0,10,21,0.15,0.21
7395,19,2005.0,1,524,0.18,0.21
7396,28,2009.0,10,553,0.2,0.21
7397,16,2005.0,11,464,0.0,0.21
7398,16,2003.0,4,85,0.1,0.21
7399,7,2003.0,4,487,0.16,0.21
7400,26,2010.0,3,347,0.2,0.21
7401,4,2009.0,0,565,0.2,0.21
7402,19,2010.0,10,455,0.06,0.21
7403,16,2002.0,7,487,0.1,0.21
7404,15,2002.0,4,485,0.12,0.21
7405,16,2001.0,1,275,0.09,0.21
7407,29,2003.0,10,23,0.16,0.21
7408,27,2013.0,9,126,0.15,0.21
7409,19,2007.0,10,6,0.19,0.21
7410,19,2005.0,3,21,0.19,0.21
7411,10,1997.0,2,246,0.17,0.21
7412,10,1999.0,3,214,0.17,0.21
7413,10,1998.0,2,487,0.17,0.21
7414,10,2000.0,6,325,0.17,0.21
7415,10,1999.0,4,101,0.17,0.21
7416,10,1999.0,8,540,0.17,0.21
7417,2,2012.0,7,359,0.13,0.21
7418,28,2012.0,0,21,0.2,0.21
7419,15,1996.0,7,446,0.0,0.21
7420,28,2008.0,6,70,0.06,0.21
7421,21,1996.0,2,437,0.0,0.21
7422,7,2003.0,0,138,0.16,0.21
7424,15,1997.0,7,374,0.12,0.21
7425,15,1999.0,7,465,0.12,0.21
7426,15,2000.0,7,455,0.0,0.21
7427,6,2004.0,4,275,0.0,0.21
7428,28,2007.0,0,323,0.18,0.21
7429,28,2009.0,0,186,0.12,0.21
7430,16,2002.0,0,137,0.1,0.21
7431,29,2004.0,8,53,0.17,0.21
7432,16,2001.0,6,138,0.1,0.21
7433,16,2008.0,0,21,0.1,0.21
7434,17,2013.0,7,362,0.09,0.21
7435,29,2005.0,0,138,0.16,0.21
7436,26,2012.0,3,524,0.15,0.21
7437,16,2006.0,10,275,0.0,0.21
7438,6,2003.0,4,485,0.15,0.21
7439,4,2010.0,7,359,0.08,0.21
7440,19,2010.0,7,347,0.0,0.21
7441,29,2002.0,0,445,0.13,0.21
7442,7,2001.0,10,325,0.16,0.21
7443,26,2010.0,0,487,0.12,0.21
7444,7,2002.0,10,138,0.16,0.21
7445,28,2009.0,10,566,0.18,0.21
7446,15,1999.0,6,413,0.12,0.21
7447,16,2000.0,10,275,0.1,0.21
7448,16,2005.0,0,137,0.1,0.21
7449,4,2008.0,10,21,0.19,0.21
7450,4,2009.0,11,347,0.0,0.21
7451,15,2000.0,2,325,0.12,0.21
7452,20,2014.0,0,547,0.03,0.21
7453,20,2014.0,4,524,0.03,0.21
7454,4,2007.0,7,347,0.19,0.21
7455,4,2008.0,6,137,0.19,0.21
7456,4,2011.0,5,443,0.19,0.21
7457,16,2006.0,7,499,0.0,0.21
7458,28,2010.0,8,296,0.19,0.21
7459,16,2005.0,0,487,0.1,0.21
7460,28,2010.0,8,347,0.11,0.21
7461,28,2007.0,10,138,0.19,0.21
7462,29,2002.0,10,138,0.15,0.21
7463,17,2011.0,0,487,0.11,0.21
7464,21,1995.0,2,17,0.0,0.21
7465,4,2008.0,3,21,0.19,0.21
7466,19,2005.0,10,138,0.19,0.21
7467,15,1998.0,1,455,0.0,0.21
7468,16,2002.0,10,445,0.1,0.21
7469,4,2006.0,3,347,0.0,0.21
7471,17,2010.0,10,275,0.0,0.21
7472,26,2008.0,3,487,0.19,0.21
7473,6,2001.0,2,524,0.09,0.21
7474,26,2011.0,7,301,0.14,0.21
7475,4,2012.0,0,21,0.15,0.21
7476,19,2009.0,10,138,0.19,0.21
7477,16,2002.0,10,564,0.04,0.21
7478,26,2009.0,9,524,0.13,0.21
7479,7,2002.0,0,53,0.16,0.21
7480,29,2004.0,10,198,0.15,0.21
7481,2,2012.0,0,359,0.0,0.21
7482,17,2012.0,0,445,0.1,0.21
7483,28,2009.0,1,524,0.1,0.21
7484,13,2013.0,8,515,0.14,0.21
7485,19,2011.0,10,445,0.0,0.21
7486,2,2015.0,0,547,0.05,0.21
7487,15,2000.0,1,241,0.11,0.21
7488,4,2006.0,6,138,0.17,0.21
7489,7,2005.0,2,53,0.16,0.21
7490,17,2010.0,0,455,0.06,0.21
7491,17,2012.0,0,275,0.0,0.21
7492,29,2003.0,4,21,0.15,0.21
7493,6,2002.0,0,487,0.15,0.21
7494,18,2014.0,1,501,0.1,0.21
7495,19,2006.0,11,53,0.18,0.2
7496,26,2010.0,11,524,0.15,0.2
7497,18,2016.0,0,499,0.02,0.2
7498,12,1995.0,2,437,0.0,0.2
7499,4,2009.0,9,6,0.19,0.2
7500,6,2002.0,3,17,0.15,0.2
7501,26,2010.0,10,21,0.19,0.2
7502,17,2007.0,7,524,0.17,0.2
7503,6,2004.0,0,53,0.15,0.2
7504,26,2011.0,2,487,0.11,0.2
7505,5,2000.0,11,359,0.0,0.2
7506,19,2008.0,3,101,0.19,0.2
7507,28,2011.0,3,487,0.19,0.2
7508,4,2009.0,1,88,0.07,0.2
7509,30,2014.0,10,138,0.17,0.2
7510,16,2004.0,2,85,0.1,0.2
7511,2,2011.0,0,275,0.16,0.2
7512,23,1995.0,11,347,0.0,0.2
7513,16,2005.0,10,53,0.1,0.2
7514,29,2001.0,6,241,0.15,0.2
7515,26,2009.0,0,445,0.17,0.2
7516,4,2009.0,5,281,0.0,0.2
7517,28,2010.0,9,265,0.11,0.2
7518,26,2009.0,10,70,0.14,0.2
7519,16,2007.0,0,85,0.0,0.2
7520,16,2008.0,3,455,0.0,0.2
7521,13,2011.0,7,528,0.09,0.2
7522,16,2005.0,11,275,0.06,0.2
7523,29,2005.0,10,138,0.15,0.2
7524,17,2011.0,10,493,0.15,0.2
7525,17,2006.0,9,347,0.06,0.2
7526,3,2000.0,7,445,0.0,0.2
7527,29,2002.0,6,445,0.14,0.2
7528,28,2008.0,7,524,0.16,0.2
7529,26,2011.0,3,524,0.0,0.2
7530,29,2006.0,6,493,0.15,0.2
7531,16,2000.0,10,275,0.0,0.2
7532,13,2011.0,8,487,0.09,0.2
7533,6,2005.0,3,564,0.15,0.2
7534,16,2005.0,3,101,0.1,0.2
7535,23,1994.0,6,62,0.0,0.2
7536,19,2012.0,7,445,0.0,0.2
7537,17,2013.0,7,362,0.05,0.2
7538,17,2014.0,7,499,0.06,0.2
7539,26,2009.0,3,330,0.0,0.2
7540,16,2008.0,10,101,0.1,0.2
7541,16,2006.0,2,232,0.1,0.2
7542,16,2003.0,10,275,0.0,0.2
7543,17,2011.0,2,381,0.04,0.2
7544,2,2012.0,2,359,0.06,0.2
7545,4,2008.0,3,330,0.0,0.2
7546,28,2011.0,3,6,0.17,0.2
7547,19,2010.0,10,455,0.19,0.2
7548,30,2015.0,11,323,0.14,0.2
7549,28,2009.0,10,91,0.0,0.2
7550,16,2004.0,6,400,0.1,0.2
7551,7,2005.0,3,487,0.16,0.2
7552,21,1996.0,11,342,0.0,0.2
7553,12,1994.0,2,437,0.0,0.2
7554,29,2002.0,10,325,0.15,0.2
7555,26,2009.0,0,347,0.13,0.2
7556,26,2009.0,7,126,0.16,0.2
7557,17,2011.0,8,109,0.06,0.2
7558,16,2004.0,4,21,0.1,0.2
7559,4,2009.0,7,21,0.16,0.2
7560,7,2003.0,2,347,0.0,0.2
7561,13,2015.0,0,524,0.1,0.2
7562,6,2003.0,10,487,0.14,0.2
7563,16,2001.0,6,241,0.09,0.2
7564,13,2016.0,11,493,0.09,0.2
7565,17,2010.0,10,91,0.0,0.2
7566,16,2004.0,10,445,0.1,0.2
7567,26,2009.0,3,487,0.17,0.2
7568,16,2000.0,2,465,0.0,0.2
7569,17,2011.0,0,362,0.0,0.2
7570,17,2007.0,8,91,0.17,0.2
7571,6,2003.0,9,524,0.14,0.2
7572,17,2011.0,0,445,0.1,0.2
7573,20,2012.0,10,455,0.18,0.2
7574,7,2004.0,4,487,0.16,0.2
7575,18,2016.0,10,138,0.13,0.2
7576,21,1996.0,8,347,0.0,0.2
7577,4,2011.0,9,6,0.13,0.2
7578,19,2012.0,0,445,0.0,0.2
7579,29,2002.0,10,445,0.15,0.2
7580,6,2003.0,4,21,0.14,0.2
7581,19,2011.0,7,445,0.0,0.2
7582,29,2006.0,6,487,0.15,0.2
7583,16,2003.0,3,347,0.0,0.2
7584,4,2009.0,9,524,0.19,0.2
7585,7,2002.0,6,325,0.16,0.2
7586,19,2008.0,0,499,0.02,0.2
7587,16,2005.0,8,138,0.1,0.2
7588,6,2001.0,10,524,0.14,0.2
7589,15,1996.0,7,43,0.06,0.2
7590,28,2005.0,6,347,0.1,0.2
7591,18,2013.0,11,21,0.1,0.2
7592,4,2009.0,3,493,0.19,0.2
7593,4,2009.0,3,524,0.19,0.2
7594,4,2009.0,9,50,0.19,0.2
7595,28,2010.0,8,464,0.1,0.2
7596,28,2010.0,3,347,0.1,0.2
7597,15,1997.0,8,246,0.11,0.2
7598,28,2007.0,6,21,0.18,0.2
7599,17,2009.0,0,53,0.12,0.2
7600,16,2009.0,3,292,0.1,0.2
7601,28,2012.0,9,275,0.14,0.2
7602,7,2004.0,4,138,0.15,0.2
7603,15,1998.0,6,455,0.11,0.2
7604,19,2011.0,7,156,0.0,0.2
7605,17,2010.0,0,275,0.1,0.2
7606,4,2010.0,5,57,0.07,0.2
7607,30,2015.0,0,120,0.1,0.2
7608,27,2013.0,2,547,0.1,0.2
7609,29,2003.0,10,138,0.15,0.2
7610,4,2010.0,1,524,0.13,0.2
7611,13,2004.0,8,288,0.06,0.2
7612,16,2003.0,10,455,0.1,0.2
7613,29,2005.0,0,126,0.15,0.2
7614,10,2000.0,4,524,0.16,0.2
7616,10,1999.0,6,508,0.06,0.2
7617,10,1997.0,5,21,0.13,0.2
7618,10,1998.0,10,269,0.16,0.2
7619,10,2000.0,4,21,0.16,0.2
7620,10,2000.0,6,17,0.16,0.2
7621,10,1998.0,8,203,0.16,0.2
7622,10,2000.0,6,325,0.16,0.2
7623,10,1999.0,11,63,0.0,0.2
7624,10,1996.0,10,55,0.16,0.2
7625,19,2006.0,10,455,0.18,0.2
7626,29,2003.0,6,66,0.15,0.2
7627,19,2010.0,7,445,0.0,0.2
7628,4,2011.0,9,21,0.14,0.2
7629,2,2012.0,0,26,0.16,0.2
7630,4,2008.0,0,137,0.16,0.2
7631,19,2005.0,2,455,0.18,0.2
7632,18,2015.0,10,21,0.09,0.2
7633,16,2002.0,3,441,0.0,0.2
7634,6,2005.0,3,347,0.14,0.2
7635,16,2008.0,6,556,0.1,0.2
7636,17,2013.0,7,362,0.06,0.2
7637,15,1999.0,11,499,0.0,0.2
7638,26,2010.0,6,487,0.15,0.2
7639,26,2010.0,3,347,0.0,0.2
7640,17,2011.0,10,487,0.08,0.2
7641,13,2012.0,11,445,0.07,0.2
7642,16,2009.0,10,493,0.1,0.2
7643,29,2002.0,10,21,0.15,0.2
7644,23,1996.0,7,465,0.0,0.2
7645,17,2006.0,7,138,0.14,0.2
7646,29,2005.0,0,138,0.15,0.2
7647,21,1994.0,8,445,0.0,0.2
7649,17,2013.0,10,275,0.0,0.2
7650,26,2009.0,0,122,0.14,0.2
7651,18,2016.0,8,493,0.05,0.2
7652,17,2010.0,9,275,0.12,0.2
7653,16,2007.0,10,23,0.1,0.2
7654,3,2000.0,7,524,0.0,0.2
7655,15,1996.0,3,455,0.02,0.2
7656,4,2008.0,3,126,0.18,0.2
7657,26,2011.0,10,487,0.12,0.2
7658,28,2014.0,1,286,0.05,0.2
7659,29,2004.0,0,21,0.15,0.2
7660,7,2004.0,10,138,0.15,0.2
7661,19,2013.0,10,275,0.0,0.2
7662,16,2005.0,0,275,0.1,0.2
7663,4,2008.0,3,524,0.0,0.2
7664,28,2007.0,8,21,0.18,0.2
7665,20,2011.0,6,347,0.04,0.2
7666,4,2008.0,7,445,0.1,0.2
7667,16,2003.0,11,21,0.1,0.2
7668,26,2011.0,3,524,0.19,0.2
7669,29,2001.0,10,17,0.15,0.2
7670,4,2009.0,9,138,0.18,0.2
7671,19,2012.0,10,275,0.0,0.2
7672,2,2016.0,0,206,0.0,0.2
7673,7,2002.0,4,487,0.15,0.2
7674,28,2008.0,7,98,0.18,0.2
7675,28,2008.0,6,487,0.12,0.2
7676,19,2007.0,11,493,0.16,0.2
7677,16,2004.0,3,347,0.0,0.2
7678,16,2004.0,3,347,0.1,0.2
7679,28,2008.0,3,126,0.18,0.2
7680,19,2005.0,0,138,0.17,0.2
7681,15,1995.0,5,17,0.11,0.2
7682,13,2014.0,7,524,0.07,0.2
7683,19,2006.0,8,524,0.17,0.2
7684,29,2003.0,5,487,0.15,0.2
7685,17,2006.0,9,6,0.09,0.2
7686,30,2014.0,0,464,0.1,0.2
7687,16,2004.0,0,53,0.1,0.2
7688,23,1991.0,10,105,0.0,0.2
7689,26,2008.0,10,21,0.18,0.2
7690,27,2013.0,0,85,0.07,0.2
7691,26,2009.0,9,296,0.18,0.2
7692,16,2002.0,6,241,0.1,0.2
7693,19,2006.0,5,101,0.18,0.2
7694,26,2011.0,6,21,0.18,0.2
7695,6,2003.0,10,53,0.14,0.2
7696,16,2005.0,9,524,0.1,0.2
7697,19,2010.0,10,275,0.0,0.2
7698,26,2008.0,7,445,0.08,0.2
7699,19,2011.0,7,455,0.0,0.2
7700,15,2002.0,0,347,0.0,0.2
7701,19,2005.0,10,138,0.18,0.2
7702,28,2007.0,0,487,0.16,0.2
7703,6,2007.0,0,487,0.14,0.2
7704,6,2002.0,4,487,0.14,0.2
7705,28,2007.0,0,499,0.17,0.2
7706,7,2004.0,3,293,0.15,0.2
7707,29,2002.0,1,543,0.15,0.2
7708,15,2000.0,0,524,0.11,0.2
7709,6,2001.0,0,487,0.14,0.2
7710,4,2008.0,5,366,0.05,0.2
7711,4,2009.0,0,21,0.15,0.2
7712,19,2011.0,10,275,0.0,0.2
7713,4,2006.0,3,448,0.0,0.2
7714,29,2002.0,7,540,0.15,0.2
7715,19,2006.0,0,493,0.18,0.2
7716,7,2004.0,0,524,0.15,0.2
7717,29,2002.0,2,101,0.14,0.2
7718,2,2012.0,7,347,0.0,0.2
7719,26,2011.0,0,487,0.15,0.2
7721,2,2016.0,4,85,0.13,0.2
7722,16,2005.0,0,543,0.1,0.2
7723,26,2009.0,0,275,0.15,0.2
7724,2,2012.0,0,21,0.18,0.2
7725,16,2005.0,6,556,0.1,0.2
7726,13,2009.0,1,317,0.0,0.2
7727,4,2008.0,3,487,0.18,0.2
7728,20,2013.0,7,362,0.06,0.2
7729,18,2015.0,8,423,0.04,0.2
7730,16,2001.0,10,455,0.1,0.2
7731,16,2008.0,7,207,0.07,0.2
7732,16,2003.0,0,436,0.1,0.2
7733,6,2002.0,3,60,0.14,0.2
7734,4,2008.0,7,499,0.16,0.19
7735,17,2012.0,6,91,0.02,0.19
7736,4,2008.0,9,122,0.18,0.19
7737,26,2008.0,8,565,0.18,0.19
7738,17,2008.0,7,91,0.05,0.19
7739,29,2002.0,6,142,0.15,0.19
7740,16,2005.0,3,455,0.1,0.19
7741,6,2003.0,4,543,0.14,0.19
7742,16,2006.0,2,232,0.07,0.19
7743,27,2012.0,0,359,0.15,0.19
7744,13,2013.0,0,120,0.06,0.19
7745,15,1996.0,2,347,0.0,0.19
7746,28,2012.0,0,275,0.11,0.19
7747,18,2014.0,7,160,0.07,0.19
7748,28,2008.0,8,137,0.08,0.19
7749,17,2010.0,0,275,0.1,0.19
7750,17,2009.0,0,21,0.13,0.19
7751,16,2005.0,8,524,0.1,0.19
7752,26,2009.0,7,301,0.13,0.19
7753,26,2009.0,3,493,0.18,0.19
7754,4,2005.0,0,445,0.0,0.19
7755,28,2008.0,0,347,0.07,0.19
7756,4,2009.0,9,524,0.18,0.19
7757,23,1996.0,3,363,0.0,0.19
7758,6,2001.0,7,524,0.14,0.19
7759,26,2008.0,0,543,0.17,0.19
7760,19,2012.0,3,461,0.0,0.19
7761,13,2010.0,8,445,0.0,0.19
7762,7,2006.0,4,543,0.15,0.19
7763,19,2011.0,1,263,0.0,0.19
7764,28,2006.0,7,524,0.16,0.19
7765,6,2002.0,0,484,0.14,0.19
7766,4,2009.0,10,275,0.0,0.19
7767,15,1997.0,10,275,0.0,0.19
7768,13,2015.0,9,138,0.05,0.19
7769,23,1993.0,3,441,0.0,0.19
7770,2,2011.0,3,347,0.1,0.19
7771,17,2010.0,8,499,0.05,0.19
7772,29,2004.0,0,493,0.14,0.19
7773,16,2002.0,10,455,0.09,0.19
7774,17,2011.0,9,567,0.1,0.19
7775,26,2011.0,3,487,0.14,0.19
7776,4,2009.0,3,564,0.18,0.19
7777,4,2010.0,3,275,0.11,0.19
7778,4,2008.0,7,464,0.11,0.19
7779,19,2005.0,0,524,0.16,0.19
7780,4,2009.0,8,464,0.17,0.19
7781,19,2009.0,0,21,0.13,0.19
7782,2,2015.0,0,85,0.0,0.19
7783,4,2010.0,5,162,0.01,0.19
7784,23,1996.0,10,148,0.0,0.19
7785,28,2009.0,7,120,0.07,0.19
7786,4,2010.0,1,51,0.06,0.19
7787,2,2012.0,9,275,0.0,0.19
7788,28,2006.0,7,464,0.17,0.19
7789,16,2002.0,7,85,0.09,0.19
7790,10,1996.0,10,275,0.0,0.19
7791,19,2010.0,0,138,0.12,0.19
7792,17,2010.0,4,21,0.16,0.19
7793,17,2009.0,3,292,0.18,0.19
7794,16,2003.0,11,63,0.0,0.19
7795,15,1998.0,6,17,0.11,0.19
7796,20,2013.0,7,444,0.13,0.19
7797,15,1996.0,8,246,0.11,0.19
7798,13,2010.0,11,464,0.0,0.19
7799,28,2010.0,3,275,0.15,0.19
7800,17,2009.0,8,487,0.1,0.19
7801,7,2002.0,1,359,0.15,0.19
7802,2,2011.0,0,138,0.09,0.19
7803,26,2008.0,6,564,0.18,0.19
7804,17,2008.0,8,137,0.05,0.19
7805,28,2008.0,2,138,0.15,0.19
7806,17,2012.0,10,493,0.18,0.19
7807,4,2009.0,7,524,0.16,0.19
7808,26,2008.0,1,487,0.17,0.19
7809,16,2004.0,6,66,0.09,0.19
7810,16,2003.0,8,138,0.09,0.19
7811,29,2003.0,0,137,0.14,0.19
7812,2,2016.0,9,301,0.0,0.19
7813,26,2009.0,0,21,0.18,0.19
7814,28,2010.0,1,347,0.14,0.19
7815,16,2004.0,3,53,0.09,0.19
7816,6,2002.0,7,347,0.0,0.19
7817,4,2010.0,0,21,0.17,0.19
7818,16,2003.0,11,138,0.09,0.19
7819,17,2011.0,11,407,0.18,0.19
7820,30,2013.0,10,138,0.16,0.19
7821,16,2001.0,8,275,0.09,0.19
7822,6,2001.0,10,17,0.14,0.19
7823,23,1996.0,10,275,0.0,0.19
7824,4,2010.0,1,275,0.0,0.19
7825,16,2003.0,10,325,0.09,0.19
7826,13,2013.0,0,524,0.04,0.19
7827,15,1996.0,11,440,0.11,0.19
7828,15,1999.0,2,225,0.0,0.19
7829,17,2013.0,0,347,0.0,0.19
7830,28,2012.0,0,445,0.09,0.19
7831,19,2009.0,9,6,0.08,0.19
7832,30,2015.0,9,273,0.1,0.19
7833,17,2008.0,9,524,0.06,0.19
7834,4,2008.0,5,433,0.15,0.19
7835,26,2011.0,3,487,0.08,0.19
7836,4,2006.0,2,347,0.02,0.19
7837,21,1995.0,9,445,0.0,0.19
7838,16,2008.0,3,455,0.09,0.19
7839,16,2008.0,3,232,0.09,0.19
7840,15,1998.0,2,85,0.11,0.19
7841,28,2011.0,0,487,0.15,0.19
7842,16,2001.0,3,455,0.09,0.19
7843,19,2005.0,4,275,0.17,0.19
7844,17,2009.0,6,487,0.14,0.19
7845,26,2011.0,7,281,0.0,0.19
7846,6,2004.0,1,487,0.14,0.19
7847,29,2002.0,10,138,0.14,0.19
7848,20,2016.0,0,262,0.0,0.19
7849,2,2011.0,3,487,0.13,0.19
7850,16,2003.0,3,455,0.09,0.19
7851,13,2011.0,6,138,0.05,0.19
7852,26,2009.0,6,524,0.18,0.19
7853,6,2002.0,1,275,0.14,0.19
7854,29,2004.0,7,323,0.14,0.19
7855,17,2011.0,0,138,0.07,0.19
7856,2,2012.0,0,21,0.15,0.19
7857,19,2009.0,1,455,0.0,0.19
7858,20,2014.0,7,230,0.08,0.19
7859,10,1996.0,8,177,0.15,0.19
7860,10,1997.0,2,177,0.15,0.19
7861,10,1997.0,0,537,0.15,0.19
7862,10,1997.0,5,97,0.0,0.19
7863,10,1996.0,10,238,0.0,0.19
7864,10,1998.0,8,177,0.15,0.19
7865,10,1999.0,3,355,0.15,0.19
7866,2,2015.0,0,359,0.0,0.19
7867,26,2009.0,5,392,0.18,0.19
7868,4,2008.0,1,347,0.0,0.19
7869,26,2009.0,1,524,0.18,0.19
7870,26,2011.0,3,138,0.13,0.19
7871,7,2004.0,0,275,0.15,0.19
7872,13,2013.0,0,120,0.11,0.19
7873,30,2013.0,2,524,0.11,0.19
7874,16,2008.0,10,21,0.09,0.19
7875,6,2002.0,10,138,0.14,0.19
7876,19,2010.0,0,461,0.0,0.19
7877,15,1996.0,11,330,0.11,0.19
7878,28,2011.0,0,138,0.1,0.19
7879,13,2010.0,0,493,0.18,0.19
7880,4,2008.0,10,445,0.0,0.19
7881,17,2011.0,0,499,0.06,0.19
7882,4,2010.0,3,487,0.18,0.19
7883,16,2000.0,10,275,0.09,0.19
7884,6,2002.0,7,311,0.14,0.19
7885,16,2005.0,8,137,0.09,0.19
7886,20,2013.0,7,557,0.04,0.19
7887,26,2006.0,3,347,0.12,0.19
7888,16,2006.0,3,109,0.0,0.19
7889,17,2010.0,10,6,0.1,0.19
7890,17,2010.0,10,524,0.11,0.19
7891,7,2003.0,0,527,0.15,0.19
7892,18,2016.0,0,455,0.0,0.19
7893,17,2011.0,10,21,0.11,0.19
7894,26,2010.0,10,524,0.14,0.19
7895,16,2007.0,3,138,0.09,0.19
7896,16,2002.0,8,21,0.09,0.19
7897,16,2006.0,7,445,0.0,0.19
7898,16,2002.0,10,53,0.09,0.19
7899,20,2015.0,0,347,0.0,0.19
7900,16,2004.0,0,445,0.09,0.19
7901,4,2009.0,10,359,0.0,0.19
7902,4,2010.0,1,51,0.05,0.19
7903,7,2006.0,4,543,0.15,0.19
7904,0,1981.0,10,305,0.18,0.19
7905,26,2011.0,3,101,0.18,0.19
7906,4,2010.0,5,470,0.18,0.19
7907,15,1997.0,11,455,0.0,0.19
7909,15,1999.0,10,18,0.1,0.19
7910,8,1993.0,11,445,0.0,0.19
7911,15,1999.0,10,499,0.0,0.19
7912,29,2004.0,0,138,0.14,0.19
7913,2,2011.0,6,21,0.18,0.19
7914,20,2014.0,7,347,0.0,0.19
7915,4,2006.0,5,359,0.0,0.19
7916,28,2007.0,0,347,0.15,0.19
7917,27,2013.0,3,347,0.0,0.19
7918,16,2009.0,0,21,0.11,0.19
7919,17,2010.0,1,524,0.11,0.19
7920,15,1995.0,10,17,0.1,0.19
7921,13,2010.0,7,257,0.09,0.19
7922,26,2008.0,0,460,0.17,0.19
